Classification,Cl,TDS,E.C,Na,T.H,NO3 ,Mg,RSC  meq  / L,Ca,SAR
4,180.0,1208.32,1888.0,250.0,419.9424342,84.151,34.034,2.001151316,112.0,5.304168255
4,230.0,1079.04,1686.0,105.72,599.9177632,186.018,48.62,-5.798355263,160.0,1.876650755
4,100.0,673.28,1052.0,70.0,379.9177632,47.43459,48.62,-0.998355263,72.0,1.561440372
4,90.0,634.24,991.0,56.0,379.9259868,19.22186,43.758,-0.798519737,80.0,1.249138778
4,50.0,568.96,889.0,83.0,279.9177632,12.31262,48.62,1.601644737,32.0,2.156924914
4,120.0,567.04,886.0,43.0,319.9177632,32.21090909,48.62,-2.998355263,48.0,1.045253047
3,90.0,366.08,572.0,55.0,219.9671053,15.09886364,19.448,-0.799342105,56.0,1.612337607
3,100.0,442.88,692.0,64.0,299.9588816,42.27681818,24.31,-1.199177632,80.0,1.606649988
3,80.0,463.36,724.0,32.0,279.9259868,30.60036364,43.758,-1.998519737,40.0,0.831573294
3,130.0,430.08,672.0,81.0,139.9835526,19.4876,9.724,-0.799671053,40.0,2.976587662
1,510.0,1637.12,2558.0,226.0,719.8519737,89.15577,87.516,-6.197039474,144.0,3.662342892
3,60.0,474.88,742.0,34.0,299.9588816,32.46457,24.31,-0.799177632,80.0,0.853532806
4,40.0,569.6,890.0,57.98,299.9013158,86.8084,58.344,-0.198026316,24.0,1.45566416
4,450.0,1362.56,2129.0,174.0,699.8766447,134.6416,72.93,-7.797532895,160.0,2.859635381
4,140.0,656.64,1026.0,50.55,399.9753289,113.3824,14.586,-3.999506579,136.0,1.098946934
4,140.0,803.2,1255.0,49.0,559.9259868,100.0954,43.758,-3.998519737,152.0,0.900332509
4,80.0,593.92,928.0,89.54,259.9342105,46.0616,38.896,0.601315789,40.0,2.414668592
4,160.0,921.6,1440.0,61.5,559.9095395,18.1589,53.482,-2.598190789,136.0,1.130025767
4,270.0,1104.0,1725.0,179.8,459.9095395,104.9673,53.482,-1.998190789,96.0,3.645235931
4,280.0,1098.24,1716.0,57.01,719.8766447,108.5105,72.93,-7.597532895,168.0,0.923834471
4,100.0,612.48,957.0,56.0,339.9753289,8.858,14.586,-0.799506579,112.0,1.320494175
4,240.0,1003.52,1568.0,60.15,639.8930921,186.018,63.206,-7.597861842,152.0,1.033841794
4,60.0,657.28,1027.0,42.8,419.9506579,26.574,29.172,-0.399013158,120.0,0.908064714
4,230.0,1082.24,1691.0,137.0,539.9095395,81.9365,53.482,-2.398190789,128.0,2.56349356
3,40.0,468.48,732.0,45.75,259.9835526,3.445762,9.724,0.600328947,88.0,1.233645348
3,40.0,273.92,428.0,11.99,179.9835526,1.585582,9.724,-0.599671053,56.0,0.388575073
4,190.0,853.76,1334.0,110.8,439.9259868,10.904198,43.758,-1.198519737,104.0,2.296794375
4,130.0,877.44,1371.0,84.93,499.9095395,10.080404,53.482,-0.398190789,112.0,1.651534217
1,430.0,1573.12,2458.0,261.1,619.9342105,193.85733,38.896,-4.998684211,184.0,4.559384665
4,430.0,1345.92,2103.0,140.8,719.9013158,8.587831,58.344,-7.398026316,192.0,2.281593837
4,70.0,629.12,983.0,56.37,359.9588816,12.26833,24.31,-0.199177632,104.0,1.291795454
4,140.0,797.44,1246.0,79.73,439.9506579,12.290475,29.172,-0.999013158,128.0,1.652692067
3,50.0,428.8,670.0,50.0,259.9506579,46.5045,29.172,-0.399013158,56.0,1.348331584
4,200.0,764.16,1194.0,44.0,479.8848684,86.3655,68.068,-4.997697368,80.0,0.873285627
4,180.0,760.32,1188.0,142.0,239.9259868,45.6187,43.758,0.201480263,24.0,3.985858376
4,100.0,569.6,890.0,93.0,259.9506579,22.5879,29.172,0.600986842,56.0,2.507896747
4,300.0,872.96,1364.0,98.0,399.9013158,36.98215,58.344,-5.198026316,64.0,2.130697632
3,40.0,385.92,603.0,29.6,259.9342105,41.6326,38.896,-0.598684211,40.0,0.798237551
3,30.0,207.36,324.0,11.7,119.9835526,9.7438,9.724,-0.399671053,32.0,0.4644053
4,180.0,855.04,1336.0,147.0,339.9671053,74.48772727,19.448,-0.399342105,104.0,3.466339132
4,80.0,485.12,758.0,79.0,219.9588816,57.77831818,24.31,0.000822368,48.0,2.3159464
4,20.0,498.56,779.0,43.0,299.9095395,42.67945455,53.482,0.401809211,32.0,1.079556756
4,290.0,1136.64,1776.0,174.0,519.8766447,57.17436364,72.93,-1.997532895,88.0,3.31796086
4,160.0,796.16,1244.0,121.0,339.9095395,38.04913636,53.482,-0.598190789,48.0,2.853486733
4,130.0,695.04,1086.0,96.0,319.9506579,58.18095455,29.172,-0.799013158,80.0,2.333468235
4,30.0,544.0,850.0,55.55,299.9588816,57.577,24.31,0.200822368,80.0,1.394521982
4,60.0,531.2,830.0,51.81,319.9095395,31.0,53.482,-0.398190789,40.0,1.259424568
4,60.0,816.0,1275.0,64.29,499.9177632,27.0,48.62,0.401644737,120.0,1.250162033
4,60.0,693.76,1084.0,27.17,479.9835526,143.0,9.724,-3.399671053,176.0,0.539198437
4,100.0,634.24,991.0,90.2,299.9424342,3.494481,34.034,0.201151316,64.0,2.26443441
4,50.0,493.44,771.0,32.6,299.9342105,9.47806,38.896,-0.398684211,56.0,0.818420995
3,30.0,382.72,598.0,39.0,199.9506579,26.0,29.172,0.200986842,32.0,1.199155082
3,90.0,453.12,708.0,91.0,179.9671053,18.29177,19.448,0.600657895,40.0,2.949286689
4,240.0,738.56,1154.0,60.3,419.9095395,24.0,53.482,-4.798190789,80.0,1.279415493
3,80.0,396.8,620.0,39.96,199.9424342,24.00518,34.034,-1.598848684,24.0,1.228698013
3,70.0,416.0,650.0,58.0,199.9424342,20.10766,34.034,0.201151316,24.0,1.783395514
3,20.0,294.4,460.0,42.0,139.9671053,25.99823,19.448,0.800657895,24.0,1.543506504
3,30.0,371.2,580.0,35.0,219.9342105,40.0,38.896,-0.198684211,24.0,1.026109749
3,80.0,418.56,654.0,34.0,259.9424342,45.0,34.034,-1.798848684,48.0,0.91687998
4,240.0,702.08,1097.0,56.78,419.9013158,53.0,58.344,-5.398026316,72.0,1.204741676
3,40.0,319.36,499.0,18.0,219.9506579,47.3903,29.172,-1.199013158,40.0,0.527693854
4,350.0,1091.2,1705.0,196.0,419.9342105,34.0,38.896,-2.398684211,104.0,4.15850863
3,20.0,371.2,580.0,19.0,259.9506579,15.0,29.172,-0.199013158,56.0,0.512366002
3,40.0,353.28,552.0,17.0,239.9671053,30.0,19.448,-1.199342105,64.0,0.477139344
3,50.0,408.32,638.0,73.0,179.9753289,17.05165,14.586,1.200493421,48.0,2.365857246
3,50.0,409.6,640.0,69.79,179.9753289,9.56664,14.586,1.200493421,48.0,2.261824345
4,230.0,809.6,1265.0,84.08,439.9259868,5.09335,43.758,-3.398519737,104.0,1.742910389
3,50.0,411.52,643.0,72.96,179.9835526,16.8302,9.724,1.400328947,56.0,2.364506865
4,220.0,812.8,1270.0,83.71,439.9342105,3.72036,38.896,-3.198684211,112.0,1.73522437
3,50.0,406.4,635.0,66.7,179.9753289,9.3009,14.586,1.200493421,48.0,2.161680525
3,60.0,453.76,709.0,72.09,219.9753289,16.87449,14.586,0.800493421,64.0,2.11329537
3,120.0,469.12,733.0,60.0,239.9177632,32.41222727,48.62,-1.598355263,16.0,1.684194375
4,160.0,837.12,1308.0,110.0,419.8766447,44.29,72.93,-0.797532895,48.0,2.334016867
4,190.0,821.12,1283.0,133.0,359.8848684,41.27022727,68.068,-0.597697368,32.0,3.048189842
3,40.0,304.64,476.0,42.0,159.9506579,35.83463636,29.172,0.000986842,16.0,1.443871151
4,180.0,828.8,1295.0,117.0,399.8848684,45.69922727,68.068,-1.197697368,48.0,2.543844383
4,320.0,874.88,1367.0,132.0,399.8766447,18.52127273,72.93,-4.197532895,40.0,2.87000779
3,70.0,354.56,554.0,44.0,199.9424342,18.92390909,34.034,-0.598848684,24.0,1.352920735
4,200.0,803.2,1255.0,108.0,379.9259868,93.41163636,43.758,-3.598519737,80.0,2.409053359
4,90.0,487.04,761.0,72.0,219.9588816,53.75195455,24.31,-0.599177632,48.0,2.110735959
4,250.0,1033.6,1615.0,160.0,419.9177632,192.0575455,48.62,-4.398355263,88.0,3.394767404
4,220.0,1236.48,1932.0,195.0,459.8930921,173.9389091,63.206,-1.997861842,80.0,3.95346895
4,110.0,659.2,1030.0,98.0,299.9259868,58.78490909,43.758,-0.398519737,48.0,2.460317702
4,360.0,1257.6,1965.0,290.0,499.84375,18.73467,92.378,1.203125,48.0,5.639661383
4,390.0,1400.32,2188.0,122.1,819.8108553,54.12238,111.826,-7.796217105,144.0,1.854090786
4,210.0,968.96,1514.0,107.65,519.9095395,119.1401,53.482,-3.998190789,120.0,2.052684983
4,110.0,953.6,1490.0,133.2,459.9177632,33.2175,48.62,2.201644737,104.0,2.700450974
4,90.0,510.08,797.0,58.08,299.9259868,32.64173,43.758,-0.798519737,48.0,1.458114818
3,40.0,278.4,435.0,33.18,199.9506579,18.51322,29.172,-0.199013158,32.0,1.020204247
4,150.0,579.84,906.0,55.93,339.9588816,37.51363,24.31,-2.199177632,96.0,1.31887546
3,70.0,383.36,599.0,36.94,259.9342105,52.52794,38.896,-1.598684211,40.0,0.99617889
4,220.0,713.6,1115.0,60.44,419.9095395,44.20142,53.482,-4.398190789,80.0,1.282385944
